freq,prev,p.freq,p.prev,p,contaminant
6.1813681586990535e-6,4,NA,0.7853745917008959,0.7853745917008959,FALSE
1.824554445072627e-4,5,NA,0.441973938422329,0.441973938422329,TRUE
1.6568905294715716e-5,5,NA,0.8282996733607166,0.8282996733607166,FALSE
0,0,NA,NA,NA,FALSE
9.797639552678968e-7,1,NA,NA,NA,FALSE
1.0238278819657454e-5,5,NA,0.8282996733607166,0.8282996733607166,FALSE
9.433078172855178e-5,17,NA,0.9927221112566618,0.9927221112566618,FALSE
1.6705925591807415e-6,1,NA,NA,NA,FALSE
9.797639552678968e-7,1,NA,NA,NA,FALSE
7.707057815264908e-7,1,NA,NA,NA,FALSE
1.0343271366593666e-5,5,NA,0.8282996733607166,0.8282996733607166,FALSE
3.226282166499482e-6,3,NA,0.7330269311401387,0.7330269311401387,FALSE
9.797639552678968e-7,1,NA,NA,NA,FALSE
2.1560738757152776e-6,1,NA,NA,NA,FALSE
9.06393153468676e-7,1,NA,NA,NA,FALSE
5.697993056609158e-6,2,NA,0.6694619147449337,0.6694619147449337,FALSE
7.307677277311187e-6,3,NA,0.7330269311401387,0.7330269311401387,FALSE
1.5414115630529816e-6,1,NA,NA,NA,FALSE
2.9066004016911184e-4,22,NA,0.9986521036890602,0.9986521036890602,FALSE
2.301490224322866e-6,2,NA,0.6694619147449337,0.6694619147449337,FALSE
5.476458569400358e-5,4,NA,0.7853745917008959,0.7853745917008959,FALSE
9.06393153468676e-7,1,NA,NA,NA,FALSE
2.1385155784981662e-6,2,NA,0.6694619147449337,0.6694619147449337,FALSE
4.466505395164892e-6,3,NA,0.7330269311401387,0.7330269311401387,FALSE
6.365489228525188e-5,11,NA,0.9599398737225349,0.9599398737225349,FALSE
1.6705925591807415e-6,1,NA,NA,NA,FALSE
3.7277605753443204e-5,4,NA,0.7853745917008959,0.7853745917008959,FALSE
7.420920715056421e-6,6,NA,0.8633405563483255,0.8633405563483255,FALSE
5.3665645851559396e-5,2,NA,0.6694619147449337,0.6694619147449337,FALSE
9.319307165196068e-5,3,NA,0.27535881309466226,0.27535881309466226,TRUE
3.1777809555587334e-6,1,NA,NA,NA,FALSE
7.337068635389215e-6,3,NA,0.7330269311401387,0.7330269311401387,FALSE
1.5888904777793667e-6,1,NA,NA,NA,FALSE
4.105627664091363e-5,3,NA,0.7330269311401387,0.7330269311401387,FALSE
9.797639552678968e-7,1,NA,NA,NA,FALSE
4.287760547999547e-6,3,NA,0.7330269311401387,0.7330269311401387,FALSE
5.496251007187997e-7,1,NA,NA,NA,FALSE
4.40393830836971e-6,3,NA,0.7330269311401387,0.7330269311401387,FALSE
2.265028756645139e-5,5,NA,0.8282996733607166,0.8282996733607166,FALSE
1.9240439033028567e-4,8,NA,0.9148301516958093,0.9148301516958093,FALSE
8.196531305061596e-6,3,NA,0.7330269311401387,0.7330269311401387,FALSE
5.325138234004336e-6,3,NA,0.7330269311401387,0.7330269311401387,FALSE
9.797639552678968e-7,1,NA,NA,NA,FALSE
5.01306483088118e-6,3,NA,0.7330269311401387,0.7330269311401387,FALSE
4.460869156209658e-6,2,NA,0.6694619147449337,0.6694619147449337,FALSE
6.7237213121284796e-6,2,NA,0.6694619147449337,0.6694619147449337,FALSE
2.220217659899541e-6,2,NA,0.6694619147449337,0.6694619147449337,FALSE
5.3994910914311806e-5,4,NA,0.7853745917008959,0.7853745917008959,FALSE
0,0,NA,NA,NA,FALSE
2.2289926662361773e-5,5,NA,0.8282996733607166,0.8282996733607166,FALSE
6.876257279361171e-6,2,NA,0.6694619147449337,0.6694619147449337,FALSE
6.974305754523862e-6,3,NA,0.7330269311401387,0.7330269311401387,FALSE
9.829970338387669e-5,9,NA,0.9333453361097638,0.9333453361097638,FALSE
9.797639552678968e-7,1,NA,NA,NA,FALSE
2.6650426395318546e-5,2,NA,0.6694619147449337,0.6694619147449337,FALSE
9.797639552678968e-7,1,NA,NA,NA,FALSE
7.749004594750006e-6,4,NA,0.7853745917008959,0.7853745917008959,FALSE
1.721288067646661e-4,17,NA,0.9927221112566618,0.9927221112566618,FALSE
1.0961400285819526e-5,4,NA,0.7853745917008959,0.7853745917008959,FALSE
9.06393153468676e-7,1,NA,NA,NA,FALSE
3.2909178825769154e-6,2,NA,0.6694619147449337,0.6694619147449337,FALSE
9.06393153468676e-7,1,NA,NA,NA,FALSE
9.06393153468676e-7,1,NA,NA,NA,FALSE
1.039016975447208e-5,4,NA,0.7853745917008959,0.7853745917008959,FALSE
7.707057815264908e-7,1,NA,NA,NA,FALSE
7.707057815264908e-7,1,NA,NA,NA,FALSE
2.1560738757152776e-6,1,NA,NA,NA,FALSE
1.6705925591807415e-6,1,NA,NA,NA,FALSE
9.06393153468676e-7,1,NA,NA,NA,FALSE
3.1287382415883194e-5,6,NA,0.8633405563483255,0.8633405563483255,FALSE
2.5202121010504245e-6,1,NA,NA,NA,FALSE
1.6705925591807415e-6,1,NA,NA,NA,FALSE
9.06393153468676e-7,1,NA,NA,NA,FALSE
5.496251007187997e-7,1,NA,NA,NA,FALSE
1.5888904777793667e-6,1,NA,NA,NA,FALSE
5.496251007187997e-7,1,NA,NA,NA,FALSE
2.215771604274717e-6,2,NA,0.6694619147449337,0.6694619147449337,FALSE
3.525101866033914e-6,3,NA,0.7330269311401387,0.7330269311401387,FALSE
4.3583377734031944e-06,4,NA,0.7853745917008959,0.7853745917008959,FALSE
7.528029634919816e-6,4,NA,0.7853745917008959,0.7853745917008959,FALSE
1.2185463249148261e-5,2,NA,0.6694619147449337,0.6694619147449337,FALSE
5.496251007187997e-7,1,NA,NA,NA,FALSE
3.84512475592306e-6,3,NA,0.7330269311401387,0.7330269311401387,FALSE
3.3240215842123546e-5,6,NA,0.8633405563483255,0.8633405563483255,FALSE
2.5379706583079348e-5,7,NA,0.8918112737757578,0.8918112737757578,FALSE
1.3203308822452905e-6,2,NA,0.6694619147449337,0.6694619147449337,FALSE
7.6184951124520175e-6,3,NA,0.7330269311401387,0.7330269311401387,FALSE
2.05732375659347e-5,3,NA,0.7330269311401387,0.7330269311401387,FALSE
4.517565681233095e-6,4,NA,0.7853745917008959,0.7853745917008959,FALSE
1.994690923467026e-6,2,NA,0.6694619147449337,0.6694619147449337,FALSE
7.819789358931637e-6,6,NA,0.8633405563483255,0.8633405563483255,FALSE
5.753830309251897e-6,4,NA,0.7853745917008959,0.7853745917008959,FALSE
7.707057815264908e-7,1,NA,NA,NA,FALSE
9.06393153468676e-7,1,NA,NA,NA,FALSE
1.0485892018254965e-5,3,NA,0.7330269311401387,0.7330269311401387,FALSE
1.543227175954552e-5,6,NA,0.8633405563483255,0.8633405563483255,FALSE
3.1777809555587334e-6,1,NA,NA,NA,FALSE
1.6705925591807415e-6,1,NA,NA,NA,FALSE
9.833922993781711e-6,5,NA,0.8282996733607166,0.8282996733607166,FALSE
7.707057815264908e-7,1,NA,NA,NA,FALSE
6.884311389031252e-6,6,NA,0.8633405563483255,0.8633405563483255,FALSE
2.0281956124329274e-5,8,NA,0.9148301516958093,0.9148301516958093,FALSE
1.5888904777793667e-6,1,NA,NA,NA,FALSE
7.707057815264908e-7,1,NA,NA,NA,FALSE
9.06393153468676e-7,1,NA,NA,NA,FALSE
5.6005014210202334e-5,9,NA,0.9333453361097638,0.9333453361097638,FALSE
9.06393153468676e-7,1,NA,NA,NA,FALSE
1.0071745576045729e-5,5,NA,0.8282996733607166,0.8282996733607166,FALSE
2.303980783446999e-5,2,NA,0.6694619147449337,0.6694619147449337,FALSE
3.4266052545191005e-6,2,NA,0.6694619147449337,0.6694619147449337,FALSE
2.705698976434077e-6,2,NA,0.6694619147449337,0.6694619147449337,FALSE
6.960086566184032e-6,2,NA,0.6694619147449337,0.6694619147449337,FALSE
1.8861571087365727e-6,2,NA,0.6694619147449337,0.6694619147449337,FALSE
1.0943415808610073e-5,4,NA,0.7853745917008959,0.7853745917008959,FALSE
1.6816807076225118e-6,2,NA,0.6694619147449337,0.6694619147449337,FALSE
9.06393153468676e-7,1,NA,NA,NA,FALSE
9.06393153468676e-7,1,NA,NA,NA,FALSE
2.095618436399126e-6,3,NA,0.7330269311401387,0.7330269311401387,FALSE
2.1232097048102576e-5,3,NA,0.7330269311401387,0.7330269311401387,FALSE
7.857788993753406e-6,2,NA,0.6694619147449337,0.6694619147449337,FALSE
6.436788542861005e-6,5,NA,0.8282996733607166,0.8282996733607166,FALSE
7.707057815264908e-7,1,NA,NA,NA,FALSE
1.4560182541874758e-6,2,NA,0.6694619147449337,0.6694619147449337,FALSE
1.603941688895771e-6,2,NA,0.6694619147449337,0.6694619147449337,FALSE
6.2352296029271975e-6,2,NA,0.6694619147449337,0.6694619147449337,FALSE
1.0992502014375993e-6,1,NA,NA,NA,FALSE
5.220896114609112e-6,1,NA,NA,NA,FALSE
1.1796490625374998e-5,3,NA,0.7330269311401387,0.7330269311401387,FALSE
1.4560182541874758e-6,2,NA,0.6694619147449337,0.6694619147449337,FALSE
2.8754877631803066e-6,2,NA,0.6694619147449337,0.6694619147449337,FALSE
9.06393153468676e-7,1,NA,NA,NA,FALSE
7.707057815264908e-7,1,NA,NA,NA,FALSE
7.897423061574839e-5,13,NA,0.9765761387879274,0.9765761387879274,FALSE
7.045386494064366e-5,8,NA,0.9148301516958093,0.9148301516958093,FALSE
8.967293943132952e-6,4,NA,0.7853745917008959,0.7853745917008959,FALSE
9.06393153468676e-7,1,NA,NA,NA,FALSE
1.6705925591807415e-6,1,NA,NA,NA,FALSE
1.5055230287205655e-5,5,NA,0.8282996733607166,0.8282996733607166,FALSE
1.9434203190454924e-5,7,NA,0.8918112737757578,0.8918112737757578,FALSE
2.5082922993520367e-5,2,NA,0.6694619147449337,0.6694619147449337,FALSE
6.97548535427095e-7,1,NA,NA,NA,FALSE
2.033389973853283e-5,8,NA,0.9148301516958093,0.9148301516958093,FALSE
1.4560182541874758e-6,2,NA,0.6694619147449337,0.6694619147449337,FALSE
6.641456181811358e-6,2,NA,0.6694619147449337,0.6694619147449337,FALSE
5.496251007187997e-7,1,NA,NA,NA,FALSE
9.06393153468676e-7,1,NA,NA,NA,FALSE
8.556289604059535e-5,2,NA,0.18518518518518523,0.18518518518518523,TRUE
1.7504697367943874e-6,2,NA,0.6694619147449337,0.6694619147449337,FALSE
9.06393153468676e-7,1,NA,NA,NA,FALSE
3.988466418004011e-6,3,NA,0.7330269311401387,0.7330269311401387,FALSE
3.324706309899914e-5,5,NA,0.8282996733607166,0.8282996733607166,FALSE
7.707057815264908e-7,1,NA,NA,NA,FALSE
3.1986767727442615e-5,8,NA,0.9148301516958093,0.9148301516958093,FALSE
3.6887758294886385e-6,3,NA,0.7330269311401387,0.7330269311401387,FALSE
1.5888904777793667e-6,1,NA,NA,NA,FALSE
7.707057815264908e-7,1,NA,NA,NA,FALSE
2.018183270307897e-6,2,NA,0.6694619147449337,0.6694619147449337,FALSE
9.06393153468676e-7,1,NA,NA,NA,FALSE
7.707057815264908e-7,1,NA,NA,NA,FALSE
3.910319328818022e-5,7,NA,0.8918112737757578,0.8918112737757578,FALSE
9.490166722700439e-4,29,NA,0.998625536261024,0.998625536261024,FALSE
7.707057815264908e-7,1,NA,NA,NA,FALSE
1.0754848214204922e-5,4,NA,0.7853745917008959,0.7853745917008959,FALSE
1.1873410726523155e-5,6,NA,0.8633405563483255,0.8633405563483255,FALSE
3.8027489350500734e-5,8,NA,0.9148301516958093,0.9148301516958093,FALSE
9.06393153468676e-7,1,NA,NA,NA,FALSE
2.5202121010504245e-6,1,NA,NA,NA,FALSE
1.2167878491785947e-5,2,NA,0.6694619147449337,0.6694619147449337,FALSE
7.707057815264908e-7,1,NA,NA,NA,FALSE
6.186262694201876e-6,4,NA,0.7853745917008959,0.7853745917008959,FALSE
4.64633912514783e-6,2,NA,0.6694619147449337,0.6694619147449337,FALSE
1.2471736361458946e-6,2,NA,0.6694619147449337,0.6694619147449337,FALSE
2.0790141567054963e-6,2,NA,0.6694619147449337,0.6694619147449337,FALSE
5.496251007187997e-7,1,NA,NA,NA,FALSE
2.750855744533554e-5,6,NA,0.8633405563483255,0.8633405563483255,FALSE
1.2129545566842253e-4,16,NA,0.9901228652768981,0.9901228652768981,FALSE
2.8913391595503053e-5,5,NA,0.8282996733607166,0.8282996733607166,FALSE
9.71671017886655e-6,2,NA,0.6694619147449337,0.6694619147449337,FALSE
2.5727908785834553e-5,6,NA,0.8633405563483255,0.8633405563483255,FALSE
2.5470715920464552e-5,6,NA,0.8633405563483255,0.8633405563483255,FALSE
0,0,NA,NA,NA,FALSE
5.496251007187997e-7,1,NA,NA,NA,FALSE
2.424829778016123e-6,2,NA,0.6694619147449337,0.6694619147449337,FALSE
2.0224611902997304e-6,3,NA,0.7330269311401387,0.7330269311401387,FALSE
2.1560738757152776e-6,1,NA,NA,NA,FALSE
2.2392639511155883e-6,2,NA,0.6694619147449337,0.6694619147449337,FALSE
8.450794834077674e-6,4,NA,0.7853745917008959,0.7853745917008959,FALSE
1.5888904777793667e-6,1,NA,NA,NA,FALSE
5.496251007187997e-7,1,NA,NA,NA,FALSE
3.033956300527593e-6,2,NA,0.6694619147449337,0.6694619147449337,FALSE
8.413810047046642e-6,3,NA,0.7330269311401387,0.7330269311401387,FALSE
1.5828451561740557e-5,2,NA,0.6694619147449337,0.6694619147449337,FALSE
2.4526000448488276e-6,3,NA,0.7330269311401387,0.7330269311401387,FALSE
2.4952836312480427e-6,2,NA,0.6694619147449337,0.6694619147449337,FALSE
9.964385155354312e-6,3,NA,0.7330269311401387,0.7330269311401387,FALSE
8.386039780213937e-6,2,NA,0.6694619147449337,0.6694619147449337,FALSE
5.932177040066156e-6,3,NA,0.7330269311401387,0.7330269311401387,FALSE
7.649090266309148e-6,3,NA,0.7330269311401387,0.7330269311401387,FALSE
2.0822554594567683e-5,6,NA,0.8633405563483255,0.8633405563483255,FALSE
1.5888904777793667e-6,1,NA,NA,NA,FALSE
5.496251007187997e-7,1,NA,NA,NA,FALSE
1.1757659306252896e-5,4,NA,0.7853745917008959,0.7853745917008959,FALSE
2.2957089240064246e-5,8,NA,0.9148301516958093,0.9148301516958093,FALSE
1.5888904777793667e-6,1,NA,NA,NA,FALSE
5.496251007187997e-7,1,NA,NA,NA,FALSE
7.087753964379666e-5,12,NA,0.9692561821591547,0.9692561821591547,FALSE
9.06393153468676e-7,1,NA,NA,NA,FALSE
4.4662239952620445e-6,2,NA,0.6694619147449337,0.6694619147449337,FALSE
1.540785322410471e-5,5,NA,0.8282996733607166,0.8282996733607166,FALSE
9.506170733665865e-6,2,NA,0.6694619147449337,0.6694619147449337,FALSE
2.728887938319737e-4,5,NA,0.441973938422329,0.441973938422329,TRUE
1.5888904777793667e-6,1,NA,NA,NA,FALSE
7.707057815264908e-7,1,NA,NA,NA,FALSE
3.1777809555587334e-6,1,NA,NA,NA,FALSE
9.06393153468676e-7,1,NA,NA,NA,FALSE
1.942592003327456e-5,5,NA,0.8282996733607166,0.8282996733607166,FALSE
1.1050076536295503e-5,3,NA,0.7330269311401387,0.7330269311401387,FALSE
1.064090411169449e-5,2,NA,0.6694619147449337,0.6694619147449337,FALSE
5.496251007187997e-7,1,NA,NA,NA,FALSE
5.496251007187997e-7,1,NA,NA,NA,FALSE
2.4952836312480427e-6,2,NA,0.6694619147449337,0.6694619147449337,FALSE
1.8861571087365727e-6,2,NA,0.6694619147449337,0.6694619147449337,FALSE
5.659058977184752e-6,4,NA,0.7853745917008959,0.7853745917008959,FALSE
1.5888904777793667e-6,1,NA,NA,NA,FALSE
5.496251007187997e-7,1,NA,NA,NA,FALSE
6.8279265582584775e-6,3,NA,0.7330269311401387,0.7330269311401387,FALSE
6.821991515751024e-6,3,NA,0.7330269311401387,0.7330269311401387,FALSE
5.496251007187997e-7,1,NA,NA,NA,FALSE
3.9702621383591365e-5,11,NA,0.9599398737225349,0.9599398737225349,FALSE
1.602157184568489e-5,5,NA,0.8282996733607166,0.8282996733607166,FALSE
7.130160099196871e-6,2,NA,0.6694619147449337,0.6694619147449337,FALSE
2.342190964141951e-5,8,NA,0.9148301516958093,0.9148301516958093,FALSE
2.705698976434077e-6,2,NA,0.6694619147449337,0.6694619147449337,FALSE
2.517115440719631e-5,7,NA,0.8918112737757578,0.8918112737757578,FALSE
9.797639552678968e-7,1,NA,NA,NA,FALSE
2.5686544330472634e-6,2,NA,0.6694619147449337,0.6694619147449337,FALSE
9.06393153468676e-7,1,NA,NA,NA,FALSE
9.96740960511389e-4,13,NA,0.60711796421569,0.60711796421569,FALSE
2.2392639511155883e-6,2,NA,0.6694619147449337,0.6694619147449337,FALSE
5.496251007187997e-7,1,NA,NA,NA,FALSE
6.05884033696972e-6,3,NA,0.7330269311401387,0.7330269311401387,FALSE
3.4750475865159394e-6,3,NA,0.7330269311401387,0.7330269311401387,FALSE
7.490599058184511e-6,2,NA,0.6694619147449337,0.6694619147449337,FALSE
3.9762303552379005e-6,3,NA,0.7330269311401387,0.7330269311401387,FALSE
5.5358581982709015e-6,4,NA,0.7853745917008959,0.7853745917008959,FALSE
6.629314679880216e-6,2,NA,0.6694619147449337,0.6694619147449337,FALSE
9.06393153468676e-7,1,NA,NA,NA,FALSE
1.5414115630529816e-6,1,NA,NA,NA,FALSE
3.0698372017692245e-6,2,NA,0.6694619147449337,0.6694619147449337,FALSE
1.4682543169535857e-6,2,NA,0.6694619147449337,0.6694619147449337,FALSE
1.5888904777793667e-6,1,NA,NA,NA,FALSE
7.339957253809078e-5,3,NA,0.7330269311401387,0.7330269311401387,FALSE
7.707057815264908e-7,1,NA,NA,NA,FALSE
9.06393153468676e-7,1,NA,NA,NA,FALSE
4.821702325373291e-6,3,NA,0.7330269311401387,0.7330269311401387,FALSE
2.7675807226800786e-5,7,NA,0.8918112737757578,0.8918112737757578,FALSE
2.702251307125313e-5,8,NA,0.9148301516958093,0.9148301516958093,FALSE
4.197664399727969e-6,3,NA,0.7330269311401387,0.7330269311401387,FALSE
5.3416784362314545e-5,10,NA,0.9481574836409274,0.9481574836409274,FALSE
7.707057815264908e-7,1,NA,NA,NA,FALSE
5.496251007187997e-7,1,NA,NA,NA,FALSE
5.477875455232352e-5,8,NA,0.9148301516958093,0.9148301516958093,FALSE
0,0,NA,NA,NA,FALSE
9.06393153468676e-7,1,NA,NA,NA,FALSE
1.812786306937352e-6,1,NA,NA,NA,FALSE
7.847367110934387e-6,2,NA,0.6694619147449337,0.6694619147449337,FALSE
5.869931094264664e-6,3,NA,0.7330269311401387,0.7330269311401387,FALSE
1.2157947059298586e-5,5,NA,0.8282996733607166,0.8282996733607166,FALSE
0,0,NA,NA,NA,FALSE
9.797639552678968e-7,1,NA,NA,NA,FALSE
1.6705925591807415e-6,1,NA,NA,NA,FALSE
7.707057815264908e-7,1,NA,NA,NA,FALSE
1.3600025748018672e-5,2,NA,0.6694619147449337,0.6694619147449337,FALSE
1.5888904777793667e-6,1,NA,NA,NA,FALSE
2.978839577857036e-5,4,NA,0.7853745917008959,0.7853745917008959,FALSE
4.271645255115266e-6,2,NA,0.6694619147449337,0.6694619147449337,FALSE
2.1560738757152776e-6,1,NA,NA,NA,FALSE
1.603941688895771e-6,2,NA,0.6694619147449337,0.6694619147449337,FALSE
2.1385155784981662e-6,2,NA,0.6694619147449337,0.6694619147449337,FALSE
2.765396704993517e-6,3,NA,0.7330269311401387,0.7330269311401387,FALSE
8.132117531497888e-6,6,NA,0.8633405563483255,0.8633405563483255,FALSE
5.179102490351819e-6,3,NA,0.7330269311401387,0.7330269311401387,FALSE
1.5414115630529816e-6,1,NA,NA,NA,FALSE
1.545824004718086e-5,5,NA,0.8282996733607166,0.8282996733607166,FALSE
2.0559564492694915e-5,4,NA,0.7853745917008959,0.7853745917008959,FALSE
2.5686544330472634e-6,2,NA,0.6694619147449337,0.6694619147449337,FALSE
8.86705024650507e-6,5,NA,0.8282996733607166,0.8282996733607166,FALSE
1.4450658227482262e-6,1,NA,NA,NA,FALSE
6.0453757833079336e-5,9,NA,0.9333453361097638,0.9333453361097638,FALSE
8.017634351093186e-4,23,NA,0.9990733212862289,0.9990733212862289,FALSE
5.668951816586796e-5,10,NA,0.9481574836409274,0.9481574836409274,FALSE
4.005470263103876e-5,9,NA,0.9333453361097638,0.9333453361097638,FALSE
5.496251007187997e-7,1,NA,NA,NA,FALSE
5.496251007187997e-7,1,NA,NA,NA,FALSE
1.4682543169535857e-6,2,NA,0.6694619147449337,0.6694619147449337,FALSE
6.211737256086326e-6,2,NA,0.6694619147449337,0.6694619147449337,FALSE
8.762791013305064e-6,5,NA,0.8282996733607166,0.8282996733607166,FALSE
9.06393153468676e-7,1,NA,NA,NA,FALSE
1.2018704747625008e-5,5,NA,0.8282996733607166,0.8282996733607166,FALSE
1.6705925591807415e-6,1,NA,NA,NA,FALSE
2.528733631072387e-6,2,NA,0.6694619147449337,0.6694619147449337,FALSE
9.797639552678968e-7,1,NA,NA,NA,FALSE
1.5888904777793667e-6,1,NA,NA,NA,FALSE
1.5888904777793667e-6,1,NA,NA,NA,FALSE
1.0261749585956442e-5,5,NA,0.8282996733607166,0.8282996733607166,FALSE
1.3249126548726353e-6,2,NA,0.6694619147449337,0.6694619147449337,FALSE
6.079765052137142e-5,8,NA,0.9148301516958093,0.9148301516958093,FALSE
5.496251007187997e-7,1,NA,NA,NA,FALSE
2.6503565144486383e-6,2,NA,0.6694619147449337,0.6694619147449337,FALSE
7.72210162181122e-6,2,NA,0.6694619147449337,0.6694619147449337,FALSE
9.797639552678968e-7,1,NA,NA,NA,FALSE
7.707057815264908e-7,1,NA,NA,NA,FALSE
9.797639552678968e-7,1,NA,NA,NA,FALSE
3.0449087319668422e-6,3,NA,0.7330269311401387,0.7330269311401387,FALSE
4.7666714333381e-6,1,NA,NA,NA,FALSE
2.1175710927526094e-5,6,NA,0.8633405563483255,0.8633405563483255,FALSE
9.797639552678968e-7,1,NA,NA,NA,FALSE
9.06393153468676e-7,1,NA,NA,NA,FALSE
3.4266052545191005e-6,2,NA,0.6694619147449337,0.6694619147449337,FALSE
6.195887160471966e-6,2,NA,0.6694619147449337,0.6694619147449337,FALSE
1.841716369021942e-5,2,NA,0.6694619147449337,0.6694619147449337,FALSE
3.352273266803253e-6,3,NA,0.7330269311401387,0.7330269311401387,FALSE
